path,transcription,action,object,location
wavs/speakers/AvR9dePW88IynbaE/500d1f80-4523-11e9-a843-8db76f4b5e29.wav,Reduce audio volume,decrease,volume,none
wavs/speakers/xEYa2wgAQof3wyEO/8b327820-4533-11e9-b1e4-e5985dca719e.wav,Increase the heating in the washroom,increase,heat,washroom
wavs/speakers/zZezMeg5XvcbRdg3/6a4f2380-45d6-11e9-81ce-69b74fd7e64e.wav,Volume lower,decrease,volume,none
wavs/speakers/AY5e3mMgZkIyG3Ox/319732a0-446c-11e9-beaa-1f3e1eab7bff.wav,Switch languages,change language,none,none
wavs/speakers/d2waAp3pEjiWgrDEY/2f7d2e30-451a-11e9-9035-7943ec3b842a.wav,Make it quieter,decrease,volume,none
wavs/speakers/M4ybygBlWqImBn9oZ/0164b1a0-454f-11e9-aa52-bf2189a03a60.wav,Louder phone,increase,volume,none
wavs/speakers/EExgNZ9dvgTE3928/0264d190-4615-11e9-bc65-55b32b211b66.wav,Set language to German,change language,German,none
wavs/speakers/mor8vDGkaOHzLLWBp/35623f20-4542-11e9-b1e4-e5985dca719e.wav,I need to practice my German. Switch the language,change language,German,none
wavs/speakers/n5XllaB4gZFwZXkBz/cbdb30e0-45f3-11e9-aa19-e96346c3828f.wav,Turn up the bedroom heat,increase,heat,bedroom
wavs/speakers/kxgXN97ALmHbaezp/c3df4b00-4464-11e9-beaa-1f3e1eab7bff.wav,Make it louder,increase,volume,none
wavs/speakers/R3mXwwoaX9IoRVKe/d66bfe60-4551-11e9-aa52-bf2189a03a60.wav,Kitchen heat down,decrease,heat,kitchen
wavs/speakers/R3mexpM2YAtdPbL7/89393aa0-44fb-11e9-a1ea-79ca03012c0e.wav,Turn up the temperature,increase,heat,none
wavs/speakers/zaEBPeMY4NUbDnZy/a81fb090-44d6-11e9-a8b6-e96f2628bf65.wav,Resume music,activate,music,none
wavs/speakers/5o9BvRGEGvhaeBwA/932b1450-44ee-11e9-a1ea-79ca03012c0e.wav,Bring me the newspaper,bring,newspaper,none
wavs/speakers/AvR9dePW88IynbaE/a9c3bca0-4523-11e9-a843-8db76f4b5e29.wav,Turn the heat up in the washroom,increase,heat,washroom
wavs/speakers/kxgXN97ALmHbaezp/8fac7db0-4466-11e9-beaa-1f3e1eab7bff.wav,OK now switch the main language to Korean,change language,Korean,none
wavs/speakers/Z7BXPnplxGUjZdmBZ/0500ba30-44f9-11e9-a1ea-79ca03012c0e.wav,Set my phone's language to German,change language,German,none
wavs/speakers/DMApMRmGq5hjkyvX/81592180-45da-11e9-81ce-69b74fd7e64e.wav,Turn the lights off,deactivate,lights,none
wavs/speakers/M4ybygBlWqImBn9oZ/9da4d580-454b-11e9-aa52-bf2189a03a60.wav,Turn the heat down in the bathroom,decrease,heat,washroom
wavs/speakers/ZebMRl5Z7dhrPKRD/02c62a80-455c-11e9-aa52-bf2189a03a60.wav,Kitchen heat down,decrease,heat,kitchen
wavs/speakers/AvR9dePW88IynbaE/ff0e49e0-451f-11e9-a843-8db76f4b5e29.wav,Turn the lights off in the kitchen,deactivate,lights,kitchen
wavs/speakers/n5XllaB4gZFwZXkBz/53e80420-45f1-11e9-aa19-e96346c3828f.wav,Go get me my socks,bring,socks,none
wavs/speakers/ZebMRl5Z7dhrPKRD/2d5315e0-4554-11e9-aa52-bf2189a03a60.wav,Turn down the volume,decrease,volume,none
wavs/speakers/Xygv5loxdZtrywr9/1d016380-4519-11e9-9035-7943ec3b842a.wav,Volume max,increase,volume,none
wavs/speakers/qNY4Qwveojc8jlm4/60e29860-44d0-11e9-a8b6-e96f2628bf65.wav,Heat up,increase,heat,none
wavs/speakers/9Gmnwa5W9PIwaoKq/d54fd700-45b4-11e9-8ec0-7bf21d1cfe30.wav,Decrease the heating in the bathroom,decrease,heat,washroom
wavs/speakers/9mYN2zmq7aTw4Blo/349ac9f0-4451-11e9-beaa-1f3e1eab7bff.wav,Decrease the heating in the kitchen,decrease,heat,kitchen
wavs/speakers/BvyakyrDmQfWEABb/ddacaca0-4606-11e9-bc65-55b32b211b66.wav,Resume,activate,music,none
wavs/speakers/xRQE5VD7rRHVdyvM/dc322090-45c4-11e9-8ec0-7bf21d1cfe30.wav,Switch the lights off in the kitchen,deactivate,lights,kitchen
wavs/speakers/R3mexpM2YAtdPbL7/3bfd8de0-4500-11e9-a1ea-79ca03012c0e.wav,Turn the heat down in the kitchen,decrease,heat,kitchen
wavs/speakers/8e5qRjN7dGuovkRY/82995990-45a1-11e9-bf4b-216bfa333ac2.wav,Bring me some juice,bring,juice,none
wavs/speakers/AY5e3mMgZkIyG3Ox/e9028770-446a-11e9-beaa-1f3e1eab7bff.wav,Washroom lights off,deactivate,lights,washroom
wavs/speakers/WYmlNV2rDkSaALOE/fd299620-4434-11e9-beaa-1f3e1eab7bff.wav,Bathroom heat down,decrease,heat,washroom
wavs/speakers/73bEEYMKLwtmVwV43/b86022e0-4527-11e9-a843-8db76f4b5e29.wav,Turn off the lamp,deactivate,lamp,none
wavs/speakers/oRrwPDNPlAieQr8Q/1dfd2470-4520-11e9-a843-8db76f4b5e29.wav,Turn sound up,increase,volume,none
wavs/speakers/DWmlpyg93YCXAXgE/7fbeb0a0-4504-11e9-a1ea-79ca03012c0e.wav,Louder please,increase,volume,none
wavs/speakers/ObdQbr9wyDfbmW4E/9bce0cd0-4452-11e9-beaa-1f3e1eab7bff.wav,Get me the newspaper,bring,newspaper,none
wavs/speakers/zaEBPeMY4NUbDnZy/adaac930-44d3-11e9-a8b6-e96f2628bf65.wav,I need volume,increase,volume,none
wavs/speakers/g2dnA9Wpvzi2WAmZ/12c8f600-4549-11e9-aa52-bf2189a03a60.wav,Bedroom heat down,decrease,heat,bedroom
wavs/speakers/Gym5dABePPHA8mZK9/699d60e0-45f0-11e9-aa19-e96346c3828f.wav,Play the music,activate,music,none
wavs/speakers/AvR9dePW88IynbaE/5f2eca10-4521-11e9-a843-8db76f4b5e29.wav,Turn the temperature down in the bathroom,decrease,heat,washroom
wavs/speakers/xRQE5VD7rRHVdyvM/edba0040-45c3-11e9-8ec0-7bf21d1cfe30.wav,Set my phone's language to Chinese,change language,Chinese,none
wavs/speakers/Gym5dABePPHA8mZK9/657ffe80-45f2-11e9-aa19-e96346c3828f.wav,Change the language,change language,none,none
wavs/speakers/R3mexpM2YAtdPbL7/77370ff0-44fe-11e9-a1ea-79ca03012c0e.wav,Language settings,change language,none,none
wavs/speakers/EExgNZ9dvgTE3928/ee22a950-4614-11e9-bc65-55b32b211b66.wav,Switch languages,change language,none,none
wavs/speakers/Z7BXPnplxGUjZdmBZ/c445cb30-44f7-11e9-a1ea-79ca03012c0e.wav,Turn volume down,decrease,volume,none
wavs/speakers/kxgXN97ALmHbaezp/ff95a160-4466-11e9-beaa-1f3e1eab7bff.wav,Turn on the lamp,activate,lamp,none
wavs/speakers/LR5vdbQgp3tlMBzB/84c4f2b0-45ce-11e9-9992-dfba019cb646.wav,Turn the lights on in the kitchen,activate,lights,kitchen
wavs/speakers/oRrwPDNPlAieQr8Q/b31b71d0-4519-11e9-9035-7943ec3b842a.wav,Volume mute,decrease,volume,none
wavs/speakers/ro5AaKwypZIqNEp2/b95de840-4481-11e9-a9a5-5dbec3b8816a.wav,Turn the volume down,decrease,volume,none
wavs/speakers/d2waAp3pEjiWgrDEY/d6c74d50-451b-11e9-9035-7943ec3b842a.wav,Set my phone's language to German,change language,German,none
wavs/speakers/BvyakyrDmQfWEABb/51148c40-4606-11e9-bc65-55b32b211b66.wav,Play music,activate,music,none
wavs/speakers/73bEEYMKLwtmVwV43/fabc1ae0-452c-11e9-b1e4-e5985dca719e.wav,Turn the lights off in the kitchen,deactivate,lights,kitchen
wavs/speakers/BvyakyrDmQfWEABb/ae7534b0-45fd-11e9-bc65-55b32b211b66.wav,Washroom lights on,activate,lights,washroom
wavs/speakers/zwKdl7Z2VRudGj2L/448e1f80-4517-11e9-9035-7943ec3b842a.wav,OK now switch the main language to Korean,change language,Korean,none
wavs/speakers/BvyakyrDmQfWEABb/9c43eb10-45fd-11e9-bc65-55b32b211b66.wav,Turn on the washroom lights,activate,lights,washroom
wavs/speakers/73bEEYMKLwtmVwV43/1ef00ef0-452b-11e9-a843-8db76f4b5e29.wav,OK now switch the main language to Chinese,change language,Chinese,none
wavs/speakers/WYmlNV2rDkSaALOE/c7f57050-4434-11e9-beaa-1f3e1eab7bff.wav,Turn down the temperature in the bedroom,decrease,heat,bedroom
wavs/speakers/qNY4Qwveojc8jlm4/31d60760-44cf-11e9-a8b6-e96f2628bf65.wav,Set language to German,change language,German,none
wavs/speakers/Z7BXPnplxGUjZdmBZ/2cbaab40-44f8-11e9-a1ea-79ca03012c0e.wav,Heat down,decrease,heat,none
wavs/speakers/zaEBPeMY4NUbDnZy/88615860-44d3-11e9-a8b6-e96f2628bf65.wav,Louder,increase,volume,none
wavs/speakers/NWAAAQQZDXC5b9Mk/2c166820-444c-11e9-beaa-1f3e1eab7bff.wav,Turn up the temperature in the kitchen,increase,heat,kitchen
wavs/speakers/R3mXwwoaX9IoRVKe/9e34d1c0-4551-11e9-aa52-bf2189a03a60.wav,Increase the temperature in the bathroom,increase,heat,washroom
wavs/speakers/ro5AaKwypZIqNEp2/34ca8bb0-4481-11e9-a9a5-5dbec3b8816a.wav,Bring me some juice,bring,juice,none
wavs/speakers/RjDBre8jzzhdr4YL/bf92c620-4415-11e9-85a0-dd11eb2f13b6.wav,Bring the newspaper,bring,newspaper,none
wavs/speakers/gNYvkbx3gof2Y3V9/5237c650-44e4-11e9-bb82-bdba769643e7.wav,Turn the temperature in the bedroom up,increase,heat,bedroom
wavs/speakers/n5XllaB4gZFwZXkBz/670a79a0-45f3-11e9-aa19-e96346c3828f.wav,Turn it down,decrease,volume,none
wavs/speakers/kNnmb7MdArswxLYw/dc009730-45ee-11e9-aa19-e96346c3828f.wav,Bring my socks,bring,socks,none
wavs/speakers/M4ybygBlWqImBn9oZ/a70f0040-454c-11e9-aa52-bf2189a03a60.wav,Volume up,increase,volume,none
wavs/speakers/xEYa2wgAQof3wyEO/b84f0050-4531-11e9-b1e4-e5985dca719e.wav,Switch on the kitchen lights,activate,lights,kitchen
wavs/speakers/WYmlNV2rDkSaALOE/58c2c0d0-4433-11e9-beaa-1f3e1eab7bff.wav,Louder,increase,volume,none
wavs/speakers/d3erpmyk9yFlVyrZ/1dfc44c0-460a-11e9-bc65-55b32b211b66.wav,Switch off the lights,deactivate,lights,none
wavs/speakers/2BqVo8kVB2Skwgyb/f268d940-4479-11e9-a9a5-5dbec3b8816a.wav,Turn the temperature up in the bathroom,increase,heat,washroom
wavs/speakers/EExgNZ9dvgTE3928/c839dd80-460f-11e9-bc65-55b32b211b66.wav,Kitchen lights off,deactivate,lights,kitchen
wavs/speakers/xRQE5VD7rRHVdyvM/0b8019a0-45c1-11e9-8ec0-7bf21d1cfe30.wav,I need volume,increase,volume,none
wavs/speakers/5o9BvRGEGvhaeBwA/6d4284b0-44eb-11e9-a1ea-79ca03012c0e.wav,Bring socks,bring,socks,none
wavs/speakers/qNY4Qwveojc8jlm4/11733f90-44d1-11e9-a8b6-e96f2628bf65.wav,Go get me some juice,bring,juice,none
wavs/speakers/RjDBre8jzzhdr4YL/4ac713f0-441a-11e9-85a0-dd11eb2f13b6.wav,Turn the temperature in the bedroom up,increase,heat,bedroom
wavs/speakers/ro5AaKwypZIqNEp2/dfc27090-4482-11e9-a9a5-5dbec3b8816a.wav,Turn up the bathroom temperature,increase,heat,washroom
wavs/speakers/5BEzPgPKe8taG9OB/89501200-457f-11e9-9600-8f19ade2128c.wav,Language settings,change language,none,none
wavs/speakers/AY5e3mMgZkIyG3Ox/4fd0e370-446b-11e9-beaa-1f3e1eab7bff.wav,Heat up,increase,heat,none
wavs/speakers/xPZw23VxroC3N34k/2fce3560-450f-11e9-9539-7f047cfe24d1.wav,Washroom heat up,increase,heat,washroom
wavs/speakers/nO2pPlZzv3IvOQoP2/185386f0-44d9-11e9-a8b6-e96f2628bf65.wav,Put on the music,activate,music,none
wavs/speakers/d3erpmyk9yFlVyrZ/6a236250-4607-11e9-bc65-55b32b211b66.wav,Far too quiet,increase,volume,none
wavs/speakers/gvKeNY2D3Rs2jRdL/a6042380-459a-11e9-bf4b-216bfa333ac2.wav,Switch languages,change language,none,none
wavs/speakers/kxgXN97ALmHbaezp/84705ca0-4466-11e9-beaa-1f3e1eab7bff.wav,Set my device to Chinese,change language,Chinese,none
wavs/speakers/gNYvkbx3gof2Y3V9/f1e95850-44e2-11e9-bb82-bdba769643e7.wav,Turn on the lamp,activate,lamp,none
wavs/speakers/KLa5k73rZvSlv82X/25449960-45e9-11e9-b578-494a5b19ab8b.wav,Turn on the washroom lights,activate,lights,washroom
wavs/speakers/Gym5dABePPHA8mZK9/eed0ae50-45ed-11e9-aa19-e96346c3828f.wav,Resume,activate,music,none
wavs/speakers/wa3mwLV3ldIqnGnV/b78ea2b0-44d2-11e9-a8b6-e96f2628bf65.wav,Turn the heat up,increase,heat,none
wavs/speakers/mor8vDGkaOHzLLWBp/14475cd0-4542-11e9-b1e4-e5985dca719e.wav,Set language to German,change language,German,none
wavs/speakers/73bEEYMKLwtmVwV43/7cea3740-452d-11e9-b1e4-e5985dca719e.wav,Lower the volume,decrease,volume,none
wavs/speakers/ZebMRl5Z7dhrPKRD/5e4a5fe0-4555-11e9-aa52-bf2189a03a60.wav,Louder please,increase,volume,none
wavs/speakers/R3mexpM2YAtdPbL7/ec1d3d10-44fb-11e9-a1ea-79ca03012c0e.wav,Turn the washroom lights on,activate,lights,washroom
wavs/speakers/5BEzPgPKe8taG9OB/87b571a0-457b-11e9-9600-8f19ade2128c.wav,Turn up the temperature,increase,heat,none
wavs/speakers/oNOZxyvRe3Ikx3La/bb380130-450a-11e9-9539-7f047cfe24d1.wav,Turn off the music,deactivate,music,none
wavs/speakers/ObdQbr9wyDfbmW4E/5ff7a3f0-4453-11e9-beaa-1f3e1eab7bff.wav,Lamp off,deactivate,lamp,none
wavs/speakers/xwpvGaaWl5c3G5N3/a6b38ca0-45b6-11e9-8ec0-7bf21d1cfe30.wav,Go get me my socks,bring,socks,none
wavs/speakers/EExgNZ9dvgTE3928/8e001830-4611-11e9-bc65-55b32b211b66.wav,Bring my socks,bring,socks,none
wavs/speakers/mor8vDGkaOHzLLWBp/d8814f00-453f-11e9-b1e4-e5985dca719e.wav,Switch on the lamp,activate,lamp,none
wavs/speakers/AY5e3mMgZkIyG3Ox/d8d141a0-446c-11e9-beaa-1f3e1eab7bff.wav,Turn the bedroom lights on,activate,lights,bedroom
wavs/speakers/RjDBre8jzzhdr4YL/17a8a860-4412-11e9-85a0-dd11eb2f13b6.wav,Switch the bedroom lights off,deactivate,lights,bedroom
wavs/speakers/AY5e3mMgZkIyG3Ox/71dab9a0-446b-11e9-beaa-1f3e1eab7bff.wav,Increase the heating in the bedroom,increase,heat,bedroom
wavs/speakers/ro5AaKwypZIqNEp2/2b37b860-4482-11e9-a9a5-5dbec3b8816a.wav,Lights on in the bathroom,activate,lights,washroom
wavs/speakers/d2waAp3pEjiWgrDEY/7dfae920-451b-11e9-9035-7943ec3b842a.wav,Bring my socks,bring,socks,none
wavs/speakers/WYmlNV2rDkSaALOE/7ccbb070-4435-11e9-beaa-1f3e1eab7bff.wav,I need to practice my Korean. Switch the language,change language,Korean,none
wavs/speakers/BvyakyrDmQfWEABb/5d774ba0-4609-11e9-bc65-55b32b211b66.wav,Increase the heating,increase,heat,none
wavs/speakers/Gym5dABePPHA8mZK9/f2c88a80-45ef-11e9-aa19-e96346c3828f.wav,Set language to German,change language,German,none
wavs/speakers/M4ybygBlWqImBn9oZ/6b7bb380-4550-11e9-aa52-bf2189a03a60.wav,Bring me my socks,bring,socks,none
wavs/speakers/9EWlVBQo9rtqRYdy/856bac70-45ee-11e9-aa19-e96346c3828f.wav,Switch on the lights,activate,lights,none
wavs/speakers/zaEBPeMY4NUbDnZy/d4992250-44d1-11e9-a8b6-e96f2628bf65.wav,Turn off the music,deactivate,music,none
wavs/speakers/mor8vDGkaOHzLLWBp/48203530-453e-11e9-b1e4-e5985dca719e.wav,"I couldn't hear anything, turn up the volume",increase,volume,none
wavs/speakers/Rq9EA8dEeZcEwada2/2a25de70-45db-11e9-81ce-69b74fd7e64e.wav,Play the music,activate,music,none
wavs/speakers/zaEBPeMY4NUbDnZy/84f21e10-44da-11e9-a8b6-e96f2628bf65.wav,Switch the bedroom lights off,deactivate,lights,bedroom
wavs/speakers/G3QxQd7qGRuXAZda/3cf773d0-45e8-11e9-b578-494a5b19ab8b.wav,Turn up the volume,increase,volume,none
wavs/speakers/Rq9EA8dEeZcEwada2/dbc8ab30-45d6-11e9-81ce-69b74fd7e64e.wav,Lights on,activate,lights,none
wavs/speakers/KLa5k73rZvSlv82X/ac1a3a40-45e8-11e9-b578-494a5b19ab8b.wav,Turn up the volume,increase,volume,none
wavs/speakers/Z7BXPnplxGUjZdmBZ/41bd32c0-44f7-11e9-a1ea-79ca03012c0e.wav,Switch off the lamp,deactivate,lamp,none
wavs/speakers/AvR9dePW88IynbaE/6a47dd50-4522-11e9-a843-8db76f4b5e29.wav,Turn on the lamp,activate,lamp,none
wavs/speakers/73bEEYMKLwtmVwV43/27a27080-452e-11e9-b1e4-e5985dca719e.wav,Decrease the temperature in the kitchen,decrease,heat,kitchen
wavs/speakers/zwKdl7Z2VRudGj2L/ed3e8cc0-4515-11e9-9035-7943ec3b842a.wav,Increase the heating,increase,heat,none
wavs/speakers/YbmvamEWQ8faDPx2/6a687d40-45e9-11e9-b578-494a5b19ab8b.wav,I need to practice my Chinese. Switch the language,change language,Chinese,none
wavs/speakers/DWmlpyg93YCXAXgE/e1b6ba80-4506-11e9-a1ea-79ca03012c0e.wav,Turn the bedroom lights on,activate,lights,bedroom
wavs/speakers/ZebMRl5Z7dhrPKRD/a95250d0-455d-11e9-aa52-bf2189a03a60.wav,Set language to English,change language,English,none
wavs/speakers/anvKyBjB5OiP5dYZ/d6d98d70-4576-11e9-9600-8f19ade2128c.wav,Decrease sound levels,decrease,volume,none
wavs/speakers/kNnmb7MdArswxLYw/c3ea5c80-45ee-11e9-aa19-e96346c3828f.wav,Get me some juice,bring,juice,none
wavs/speakers/W4XOzzNEbrtZz4dW/c6adbfc0-44d1-11e9-a8b6-e96f2628bf65.wav,Start the music,activate,music,none
wavs/speakers/zaEBPeMY4NUbDnZy/9ff72960-44dc-11e9-a8b6-e96f2628bf65.wav,Increase the heating in the kitchen,increase,heat,kitchen
wavs/speakers/mor8vDGkaOHzLLWBp/209d9d40-453e-11e9-b1e4-e5985dca719e.wav,Lights off in the washroom,deactivate,lights,washroom
wavs/speakers/oXjpaOq4wVUezb3x/dd6e8fe0-450e-11e9-9539-7f047cfe24d1.wav,Increase the sound volume,increase,volume,none
wavs/speakers/DMApMRmGq5hjkyvX/351737b0-45d7-11e9-81ce-69b74fd7e64e.wav,Switch on the lamp,activate,lamp,none
wavs/speakers/kNnmb7MdArswxLYw/95121760-45ec-11e9-aa19-e96346c3828f.wav,Play,activate,music,none
wavs/speakers/gNYvkbx3gof2Y3V9/adf5f010-44e0-11e9-bb82-bdba769643e7.wav,"It’s too loud, turn the volume down",decrease,volume,none
wavs/speakers/ppzZqYxGkESMdA5Az/e5d70250-4470-11e9-a9a5-5dbec3b8816a.wav,Make it hotter,increase,heat,none
wavs/speakers/WYmlNV2rDkSaALOE/8e5b3140-4434-11e9-beaa-1f3e1eab7bff.wav,Turn up the heat in the washroom,increase,heat,washroom
wavs/speakers/anvKyBjB5OiP5dYZ/f4434410-4575-11e9-9600-8f19ade2128c.wav,Play,activate,music,none
wavs/speakers/KqDyvgWm4Wh8ZDM7/95d38490-44d9-11e9-a8b6-e96f2628bf65.wav,Turn up the temperature in the bedroom,increase,heat,bedroom
wavs/speakers/zaEBPeMY4NUbDnZy/14806970-44da-11e9-a8b6-e96f2628bf65.wav,Turn the bathroom lights on,activate,lights,washroom
wavs/speakers/Gym5dABePPHA8mZK9/96001980-45ef-11e9-aa19-e96346c3828f.wav,Decrease the heating in the bathroom,decrease,heat,washroom
wavs/speakers/d2waAp3pEjiWgrDEY/42975bc0-451b-11e9-9035-7943ec3b842a.wav,Bathroom heat down,decrease,heat,washroom
wavs/speakers/oXjpaOq4wVUezb3x/8c6f4840-450f-11e9-9539-7f047cfe24d1.wav,Increase the heating in the washroom,increase,heat,washroom
wavs/speakers/NWAAAQQZDXC5b9Mk/d7321390-444b-11e9-beaa-1f3e1eab7bff.wav,Louder please,increase,volume,none
wavs/speakers/ppzZqYxGkESMdA5Az/4b06fb20-4472-11e9-a9a5-5dbec3b8816a.wav,Turn the temperature up in the bathroom,increase,heat,washroom
wavs/speakers/anvKyBjB5OiP5dYZ/f657a520-4575-11e9-9600-8f19ade2128c.wav,Put on the music,activate,music,none
wavs/speakers/gNYvkbx3gof2Y3V9/e85e1b90-44e2-11e9-bb82-bdba769643e7.wav,Put on the music,activate,music,none
wavs/speakers/W7LeKXje7QhZlLKe/b33c2850-455d-11e9-aa52-bf2189a03a60.wav,Turn the temperature in the bedroom down,decrease,heat,bedroom
wavs/speakers/Rq9EA8dEeZcEwada2/b700c9a0-45da-11e9-81ce-69b74fd7e64e.wav,OK now switch the main language to English,change language,English,none
wavs/speakers/qNY4Qwveojc8jlm4/396bcad0-44d1-11e9-a8b6-e96f2628bf65.wav,Set language to Chinese,change language,Chinese,none
wavs/speakers/2ojo7YRL7Gck83Z3/494ead60-45de-11e9-81ce-69b74fd7e64e.wav,Volume down,decrease,volume,none
wavs/speakers/ObdQbr9wyDfbmW4E/293d0fc0-4454-11e9-beaa-1f3e1eab7bff.wav,Decrease the volume,decrease,volume,none
wavs/speakers/73bEEYMKLwtmVwV43/7f8e2e20-452d-11e9-b1e4-e5985dca719e.wav,Volume lower,decrease,volume,none
wavs/speakers/8e5qRjN7dGuovkRY/8da46b70-4594-11e9-9600-8f19ade2128c.wav,Switch the lights off,deactivate,lights,none
wavs/speakers/zaEBPeMY4NUbDnZy/517f4ff0-44dd-11e9-a8b6-e96f2628bf65.wav,Turn the heat up in the washroom,increase,heat,washroom
wavs/speakers/5BEzPgPKe8taG9OB/be12ae20-457b-11e9-9600-8f19ade2128c.wav,Lights on in the kitchen,activate,lights,kitchen
wavs/speakers/G3QxQd7qGRuXAZda/1f85d880-45ea-11e9-b578-494a5b19ab8b.wav,Get me my shoes,bring,shoes,none
wavs/speakers/roOVZm7kYzS5d4q3/17fab290-451b-11e9-9035-7943ec3b842a.wav,Switch the bedroom lights off,deactivate,lights,bedroom
wavs/speakers/7NEaXjeLX3sg3yDB/ad56b550-454d-11e9-aa52-bf2189a03a60.wav,Lights off in the kitchen,deactivate,lights,kitchen
wavs/speakers/Gym5dABePPHA8mZK9/37e266d0-45f1-11e9-aa19-e96346c3828f.wav,Turn it down,decrease,volume,none
wavs/speakers/xRQE5VD7rRHVdyvM/0288a680-45c3-11e9-8ec0-7bf21d1cfe30.wav,Increase the temperature in the bathroom,increase,heat,washroom
wavs/speakers/9EWlVBQo9rtqRYdy/1f818400-45f0-11e9-aa19-e96346c3828f.wav,Turn down the temperature in the bedroom,decrease,heat,bedroom
wavs/speakers/xwpvGaaWl5c3G5N3/205c3c20-45ba-11e9-8ec0-7bf21d1cfe30.wav,Turn down the bathroom temperature,decrease,heat,washroom
wavs/speakers/gNYvkbx3gof2Y3V9/75e51ab0-44e1-11e9-bb82-bdba769643e7.wav,Turn down the washroom temperature,decrease,heat,washroom
wavs/speakers/73bEEYMKLwtmVwV43/6370ca70-452a-11e9-a843-8db76f4b5e29.wav,Resume music,activate,music,none
wavs/speakers/zZezMeg5XvcbRdg3/cff00690-45d7-11e9-81ce-69b74fd7e64e.wav,Kitchen heat down,decrease,heat,kitchen
wavs/speakers/xRQE5VD7rRHVdyvM/8124a2d0-45c0-11e9-8ec0-7bf21d1cfe30.wav,Kitchen lights on,activate,lights,kitchen
wavs/speakers/AY5e3mMgZkIyG3Ox/f4a2c180-446a-11e9-beaa-1f3e1eab7bff.wav,Volume max,increase,volume,none
wavs/speakers/NWAAAQQZDXC5b9Mk/fa116ff0-4450-11e9-beaa-1f3e1eab7bff.wav,Set language to Korean,change language,Korean,none
wavs/speakers/9EWlVBQo9rtqRYdy/4694df60-45f0-11e9-aa19-e96346c3828f.wav,Turn down the heat in the washroom,decrease,heat,washroom
wavs/speakers/Ze7YenyZvxiB4MYZ/a7db2dd0-45e4-11e9-b578-494a5b19ab8b.wav,Make the music louder,increase,volume,none
wavs/speakers/eLQ3mNg27GHLkDej/c1b723b0-453c-11e9-b1e4-e5985dca719e.wav,Switch on the washroom lights,activate,lights,washroom
wavs/speakers/8e5qRjN7dGuovkRY/305c6a30-4594-11e9-9600-8f19ade2128c.wav,Turn the heat down,decrease,heat,none
wavs/speakers/Z7BXPnplxGUjZdmBZ/6e4c1990-44f8-11e9-a1ea-79ca03012c0e.wav,Bathroom heat down,decrease,heat,washroom
wavs/speakers/8e5qRjN7dGuovkRY/89c8ac50-459e-11e9-bf4b-216bfa333ac2.wav,Turn down the heat in the washroom,decrease,heat,washroom
wavs/speakers/ro5AaKwypZIqNEp2/32d09070-4481-11e9-a9a5-5dbec3b8816a.wav,Fetch the newspaper,bring,newspaper,none
wavs/speakers/M4ybygBlWqImBn9oZ/68de68d0-454f-11e9-aa52-bf2189a03a60.wav,Turn up the temperature in the kitchen,increase,heat,kitchen
wavs/speakers/qNY4Qwveojc8jlm4/d8c8a290-44ce-11e9-a8b6-e96f2628bf65.wav,Turn the temperature down in the bathroom,decrease,heat,washroom
wavs/speakers/2ojo7YRL7Gck83Z3/28907490-45df-11e9-81ce-69b74fd7e64e.wav,Volume max,increase,volume,none
wavs/speakers/W4XOzzNEbrtZz4dW/1505adc0-44d4-11e9-a8b6-e96f2628bf65.wav,Bring shoes,bring,shoes,none
wavs/speakers/xwpvGaaWl5c3G5N3/24fa23b0-45b9-11e9-8ec0-7bf21d1cfe30.wav,Decrease audio volume,decrease,volume,none
wavs/speakers/qNY4Qwveojc8jlm4/780b3ec0-44d0-11e9-a8b6-e96f2628bf65.wav,Kitchen heat up,increase,heat,kitchen
wavs/speakers/Z7BXPnplxGUjZdmBZ/c54b37d0-44f8-11e9-a1ea-79ca03012c0e.wav,Go get me some juice,bring,juice,none
wavs/speakers/d2waAp3pEjiWgrDEY/8bfcd330-4516-11e9-9035-7943ec3b842a.wav,Lights on,activate,lights,none
wavs/speakers/d2waAp3pEjiWgrDEY/125e0760-4516-11e9-9035-7943ec3b842a.wav,Switch the language,change language,none,none
wavs/speakers/neaPN7GbBEUex8rV/efff9ac0-45d4-11e9-9992-dfba019cb646.wav,That's too quiet,increase,volume,none
wavs/speakers/NWAAAQQZDXC5b9Mk/79cee930-444b-11e9-beaa-1f3e1eab7bff.wav,Turn the bedroom lights on,activate,lights,bedroom
wavs/speakers/mor8vDGkaOHzLLWBp/78749d90-4541-11e9-b1e4-e5985dca719e.wav,Decrease the temperature,decrease,heat,none
wavs/speakers/DMApMRmGq5hjkyvX/0b88a650-45db-11e9-81ce-69b74fd7e64e.wav,Switch the lights off in the kitchen,deactivate,lights,kitchen
wavs/speakers/73bEEYMKLwtmVwV43/14f4b2a0-4528-11e9-a843-8db76f4b5e29.wav,Washroom lights on,activate,lights,washroom
wavs/speakers/DMApMRmGq5hjkyvX/f3216570-45da-11e9-81ce-69b74fd7e64e.wav,Lights on in the washroom,activate,lights,washroom
wavs/speakers/M4ybygBlWqImBn9oZ/70f19dd0-454a-11e9-aa52-bf2189a03a60.wav,Switch off the washroom lights,deactivate,lights,washroom
wavs/speakers/9EWlVBQo9rtqRYdy/53a9ad80-45ef-11e9-aa19-e96346c3828f.wav,Louder phone,increase,volume,none
